테마	제목	가사
기분전환	냉면	"차가워 너무나 속이시려 너무나
이빨이 너무시려 냉면 냉면 냉면
가슴이 너무시려 냉면 냉면 냉면
널보면 너무나 또 다시봐도 너무나
차디차 몸이 떨려 냉면 냉면 냉면
찔겨도 너무 찔겨 냉면 냉면 냉면
그래도 널 사랑해

눈부신 햇살이 달콤하게 다가와
새파란 파도가 상큼하게 밀려와
바닷가에서 처음 만난 그때
콩닥 콩닥 난 사랑에 빠졌어
용기내 건낸 부끄러운 한 마디
차갑게 돌아온 황당한 말이
오 이럴수가
어머나 어머나 나 나 아이야
차가워 너무나 속이시려 너무나
이빨이 너무시려 냉면 냉면 냉면
가슴이 너무시려 냉면 냉면 냉면
널보면 너무나 또 다시봐도 너무나
차디차 몸이 떨려 냉면 냉면 냉면
찔겨도 너무 찔겨 냉면 냉면 냉면
그래도 널 사랑해

튕기는 모습에 난 푹 빠져 버렸어
처음엔 몰랐어 그렇게 난 반했어
난난난 그래 정말 난 그래
미쳐 미처 생각지도 못했어
오 바짝 바짝 속이 탄단 말이야
오 그댄 나에게 아베마리아
오 이럴수가
어쩌나 어쩌나 나 나 아이야
차가워 너무나 속이시려 너무나
이빨이 너무시려 냉면 냉면 냉면
가슴이 너무시려 냉면 냉면 냉면
널보면 너무나 또 다시봐도 너무나
차디차 몸이 떨려 냉면 냉면 냉면
찔겨도 너무 찔겨 냉면 냉면 냉면
그래도 널 사랑해"
기분전환	오아시스 (Feat. 이재훈)	"와 여름이다 막 이래 

Here we go now 
어떡해 올 여름 난 너무 바쁜데 
그 어디라도 꼼짝 하지 
못할 것 같아 
수평선 하늘 닿은 푸른 바다가 
너와 날 부르고 있는데 오 
난 정말 괜찮아 이 도시라 해도 
저 높은 빌딩 아래라도 
너만있다면 
시원한 팥빙수를 
함께 나눌수 있다면 
그걸로 충분해 
가로수 그늘 아래 
너와 함께 거닐면 
그 어떤 해변가도 부럽지 않아 
넌 나의 바다야 넌 나의 파도야 
네품에 안기면 
내 안에 파도소리가 들려 
무더운 이 여름에 
복잡한 세상일은 
잠시 다 잊을수도 있을것 같아 
넌 나의 숲이야 넌 나의 나무야 
네 곁에 있으면 
시원한 바람이 느껴져 
모두가 떠나가버린 
한적한 도시에 남아 
너와 나 사랑을 나눠 
yeah come on yo 
넌 왜 젊음이 없소 
너와 난 우리 둘의 웃음꾼 
널 두고 떠나갈 리 없소 
아무리 세계일주라도 
그대 없인 의미 없소 
오직 너만 있으면 되 난 
여기 너가 있어주면 난 
오직 한복판 가운데다 
뚝 하고 떨어져 있어도 
다 괜찮아 
어느새 이 도시에 밤이 내리면 
난 너의 곁에 한손 가득 
팝콘을 들고 
무서운 영화 한편 
함께 즐길 수 있다면 
행복한 밤이야 
놀란척 네 어깨에 
얼굴을 콕 묻으면 
이 밤은 천국보다 아름다운걸 
넌 나의 바다야 넌 나의 파도야 
네 품에 안기면 
내안에 파도소리가 들려 
무더운 이 여름에 
복잡한 세상일은 
잠시 다 잊을 수도 있을것 같아 
넌 나의 숲이야 넌 나의 나무야 
네 곁에 있으면 
시원한 바람이 느껴져 
모두가 떠나가버린 
한적한 도시에 남아 
너와 나 사랑을 나눠 
가슴이 펑하고 나 
난 날아 올라 
어쩔 줄 몰라 
이대로 너만 내곁에 있어준다면 
어디든 난 행복할꺼야 
I Love you "
기분전환	Remember	"DO YOU REMEMBER 
우릴 비추던 태양
넓고 푸른 바다 마치 어제처럼
시간이 멈춰버린 기억 그 속에 
하얀 모래 위를 
함께 걷던 날 기억하나요
잠깐 밀려오는 파도 속에서도 
떨어지지 않았던 YEAH 
하나 둘 셋
어느새 이렇게 점점 
나도 모르게 웃음이 사라져가고
하나 둘 셋
뒤돌아 볼 수도 앞을 
내다볼 수도 없이 
지친 너와 나 이제 
함께 떠나요 시원한 바람 속에 
오늘은 다 잊고 그때 우리처럼 
DO YOU REMEMBER 
우릴 비추던 태양
넓고 푸른 바다 마치 어제처럼 
시간이 멈춰진 듯이 
언제나 바랬듯이
REMEMBER REMEMBER REMEMBER 
붉은 태양이 지는 
그 여름밤을 기억하나요
어둠이 하늘을 덮어올수록 
별은 더 밝게 빛난 걸 YEAH 
하나 둘 셋 
하늘을 모른 채 땅만 
바라보는 게 점점 늘어만 가고
하나 둘 셋 
지금이 낮인지 밤인지도 
모르는 시간 속에 
지친 너와 나 다시 
함께 떠나요 시원한 바람 속에 
오늘은 다 잊고 그때 우리처럼 
DO YOU REMEMBER 
우릴 비추던 태양
넓고 푸른 바다 마치 어제처럼 
시간이 멈춰진 듯이 
언제나 바랬듯이
REMEMBER REMEMBER REMEMBER 
YOU 뭘 아직도 망설여요 
YOU 다 잊고 나와 함께 가요 
저 푸른 바다에 다 던져버려요 
우리 더 늦기 전에 
기억하나요
맘속에 그때가
어제처럼 느껴지는 순간 
DO YOU REMEMBER 
우릴 비추던 태양 
넓고 푸른 바다 마치 어제처럼 
시간이 멈춰진 듯이 언제나 바랬듯이
REMEMBER REMEMBER REMEMBER 
DO YOU REMEMBER "
휴식	그런 날 (Feat. 김호연 of 달 좋은 밤)	"밤하늘 그 아래 모두가 잠든 시간
고요한 도시에 내 마음 숨겼던 날
어른이 된 것 같았던 낮
아이가 돼버리는 밤
지나는 바람도 내리는 소나기도
하나둘 모든 게 너로 다 이어지던 날
길을 걷다가 무심코 또
하늘을 올려보는 날
그날 그 밤 그 달빛 아래서
두 손으로 내가 나를 달래고
다 사라질 거야 모두 지나갈 거야
따스하게 잠든 어느 날처럼
그날 그 밤 그 별빛 아래서
추운 마음까지 다 이불 덮은 날
누구든지 그냥 안아줬으면 해
스쳐가는 그런 날
서랍 속 오래된 편지를 꺼내보다
눌러 쓴 글 속에 내 모습 발견한 날
시간이 멈추면 좋겠다고 생각해
혹시 네 맘도 그렇지 않니
그날 그 밤 그 달빛 아래서
두 손으로 내가 나를 달래고
다 사라질 거야 모두 지나갈거야
따스하게 잠든 어느 날처럼
그날 그 밤 그 별빛 아래서
추운 마음까지 다 이불 덮은 나를
누구든지 그냥 안아줬으면 해
스쳐가는 그런 날 그런 밤
그런 나 또 그런"
휴식	Nostalgia (노스텔지아)	"내가 사랑한 당신은 어땠을까
너를 사랑한 그때의 난 어땠을까
사랑하면 닮는다는 말
나 그대와 같은 향기를 내고싶어
왜 이리 편안한 건지
마치 그대가 내 옆에 있는 것 같이
눈을 감고 포근하게 안아주기를
이 좋은 향기로 날
따뜻하게 감싸 안아주기를
추억이란 향기는 아름답게
가슴에 남아주기를
잠이 오지 않아
지끈거리는 날들 속에
좋은 꿈을 꿀 수 있기를
지난 사진 속에 나는
어떤 표정을 지을까
오래된 편질 꺼내보니
나도 누군가에겐
참 좋은 사람인가봐
왜 이리 편안한 건지
마치 그대가 내 옆에 있는 것 같이
눈을 감고 포근하게 안아주기를
이 좋은 향기로 날
따뜻하게 감싸 안아주기를
추억이란 향기는 아름답게
가슴에 남아주기를
잠이오지 않아
지끈거리는 날들 속에
좋은 꿈을 꿀 수 있기를
이 좋은 향기로 널
따뜻하게 감싸 안아주기를
그대라는 추억은 아름답게
가슴에 남아주기를
잠이 오지 않아
지끈거리는 날들 속에
좋은 꿈을 꿀 수 있기를
좋은 꿈을 꿀 수 있기를"
휴식	Circus	"아주 찬란했고 
빛이 가득해 늘 가득해 Baby 
모두 환호하고 
다시 환호해 우릴 향해 Yeah 
Cause you yeah you 
너의 모습이 너의 웃음이 Yeah 
온 밤 Oh 날 단 꿈에 젖게 할 
눈부신 무대로 이끌어내 
난 인형처럼 너를 향해 웃은 채 
또 한발 한발 아찔함을 참아야 해 
혼자서 이겨내 온 두려움에 
더 밝게 빛난 우리의 Night 
이건 더없이 아름다운 
My circus 
때론 눈앞이 아찔하지만 
위험할수록 달아오를 
My circus 
우린 오늘 밤 얼마나 더 아름다울까 
네게 던질 My heart 
망설임도 없이 
나를 너에게 전부 너에게 Yeah 
힘껏 손 내밀어 날아갈게 너를 향해 
Cause you yeah you 
너의 두 손이 너의 마음이 Yeah 
Oh 날 Oh 날 놓치고 만다면 
환상은 부서져 끝나겠지 
새하얀 옷은 꽃잎처럼 나풀대 
또 살랑살랑 아득하게 피어날 때 
난 구름 위를 걷듯 편안하게 
널 향해 다가갈 테니까 
이건 더없이 아름다운 
My circus 
때론 눈앞이 아찔하지만 
위험할수록 달아오를 
My circus 
우린 오늘 밤 얼마나 더 아름다울까 
네게 던질 My heart 
Say goodnight yeah 
Oh yeah oh yeah 
Say goodnight yeah 
좀 더 널 걸어 봐 
Say goodnight yeah 
이 밤에 이 밤에 Baby 
Say goodnight yeah 
우릴 맡겨봐 Baby 
새하얀 옷은 꽃잎처럼 나풀대 
또 살랑살랑 아득하게 피어날 때 
난 구름 위를 걷듯 편안하게 
널 향해 다가갈 테니까 
이건 더 없이 아름다운 
My circus 
우린 매일 밤 얼마나 더 위태로울까 
유난히 빛날 My heart "
휴식	받는 사랑이 주는 사랑에게	"바람 불면 힘들 텐데
왜 괜찮은 척 버티죠
흔들리면 어때서
가지 같은 두 손 뻗어
낙엽들을 빼앗길까
움켜쥐고 애썼죠
비도 날카로운 햇살도
그대 우거진 사랑 아래 피했죠
꼿꼿이 선 채로
언제나 날 지켜주죠 미안하게
괜찮으니까 이젠 좀
흔들려요 흔들려도 돼요
무거운 잎들을 그냥 뭐 그냥 뭐
바람에게 줘버리면 돼
비가 내리면 함께 맞으면 돼
나로 인해 힘들면서
내 덕에 힘 난다는 듯
웃어주지 말아요
앙상해도 괜찮아요
무언가를 원해 곁에서
있었던 건 아니죠
비도 날카로운 햇살도
그대 우거진 사랑 아래 피했죠
정말 괜찮아요
그 마음만 영원하면 그럼 돼요
괜찮으니까 이젠 좀
흔들려요 흔들려도 돼요
무거운 잎들을 그냥 뭐 그냥 뭐
바람에게 줘버리면 돼
비가 내리면 함께 맞으면 돼
내려놓아요 그 무거운 잎들
그냥 그냥 놓아요 그 무거운 짐들
힘들었죠 아니긴요
힘들겠죠 이제 내게 기대요
이제 받는 법도 배워요
괜찮으니까 이젠 좀
흔들려요 흔들려도 돼요
무거운 잎들을 그냥 뭐 그냥 뭐
바람에게 줘버리면 돼
비가 내리면 함께 맞으면 돼"
휴식	다시	"다시 다시 그 때로 돌아가
다시 예전처럼
따뜻했던 봄날처럼
그 날의 우리처럼
생각이 나 자꾸 생각이 나
어딜가도 계속 너로 보여
틈만 나면 떠오르는 그 사람이
내 사람이면 좋을텐데
어떡하면 떠난 네가 다시
내 곁으로 돌아올 수 있을까
시간을 되돌려 그 때로 돌아가면
우린 지금 함께였을까 행복했을까
다시 다시 그 때로 돌아가
다시 예전처럼
따뜻했던 봄날처럼
그 날의 우리처럼
웃다가도 먹먹해지고
울다가도 문득 멍해져
틈만 나면 떠오르는 네 생각에
아무것도 못하잖아
어떡하면 떠난 너를 다시
내 옆으로 되돌릴 수 있을까
시간을 되돌려 그 때로 돌아가면
너를 꼭 안아줬을텐데 왜 그랬을까
다시 다시 그 때로 돌아가
다시 예전처럼
따뜻했던 봄날처럼
그 날의 우리처럼
다시 다시 그 때로 돌아가
다시 예전처럼
따뜻했던 봄날처럼
그 날의 우리처럼"
휴식	느리게 하는 일	느리게 느리게 느리게 그대를 잊으려 해요 빠르게 빠르게 가는 시간보다 더 천천히 잊으려 해요 그대가 알면 알게 된다면 서운할 지 몰라서 느릿느릿하게 잊는 버릇 들여가죠 조금만 더 사랑할게요 조금만 더 기억할게요 바닥에 흘린 이 눈물이 마를 때까지만 오늘만 더 견뎌볼게요 오늘만 더 기다릴게요 내 생각나고 그러면 언제든지 보러 와줘요 싫은데 싫은데 싫은데 거짓말 하게 되네요 그래서 그래서 우리 헤어진 일을 아무도 모르고 있죠 그대가 알면 알게 된다면 뭐라 할 지 몰라서 그댈 물어보면 잘 지낸다 대답하죠 조금만 더 사랑할게요 조금만 더 기억할게요 바닥에 흘린 이 눈물이 마를 때까지만 오늘만 더 견뎌볼게요 오늘만 더 기다릴게요 내 생각나고 그러면 언제든지 보러 와줘요 가끔은 그대가 미워요 문득 혼자라고 느껴질 때 별 거 아닌 일에 울고 말 때 그럴 때 그래도 나 사랑할래요 그래도 나 기억할래요 이별이 남긴 이 아픔이 멈출 때까지만 며칠만 더 견뎌볼래요 며칠만 더 기다릴래요 언젠가는 돌아와 잘못했다 하고 미안하다 하고 다시 시작하자 할까 봐
휴식	혼자	"혼자 하는 말 혼자 자는 밤
혼자 있는 것 혼자 사는 것
그건 내게는 당연한 것
또 너에게는 별일 아닌 것
고단한 몸 소란한 삶
요란한 맘 또 혼자 남은 밤
그건 내게는 당연한 것
또 너에게는 안쓰러운 것
혼자가 편하다는 내 말은
언제부터 거짓말이
되었는지 모르겠어
자꾸 나를 위로해
나는 정말 괜찮아
말하고 온 밤
여느 때보다 더 외로워져
혼자 하는 말 혼자 자는 밤
혼자 있는 것 혼자 사는 것
그건 내게는 당연한 것
또 너에게는 별일 아닌 것
고단한 몸 소란한 삶
요란한 맘 또 혼자 남은 밤
그건 내게는 당연한 것
또 너에게는 안쓰러운 것
혼자 걷는 밤
혼자 하는 약속
혼자 깊은 새벽
혼자 오는 아침
혼자 걷는 밤
혼자 하는 약속
혼자 깊은 새벽
혼자 오는 아침
빛나네
말해
나는 사실 불편해
나를 보는 시선
도저히 익숙해지질 않아
혼자 하는 말 혼자 자는 밤
혼자 있는 것 혼자 사는 것
그건 내게는 당연한 것
또 너에게는 별일 아닌 것
고단한 몸 소란한 삶
요란한 맘 또 혼자 남은 밤
그건 내게는 당연한 것
또 너에게는 안쓰러운 것
혼자 걷는 밤
혼자 하는 약속
혼자 깊은 새벽
혼자 오는 아침
혼자 걷는 밤
혼자 하는 약속
혼자 깊은 새벽
혼자 오는 아침
빛나네"
휴식	Stars	"내 별자리는 상처투성이 자리
내 혈액형은 a b o 또 a b 형
날 들킬까 봐 매일 나를 숨겼어
I'm sorry
어떤 사람이 되고 싶었던 걸까
그런 사람이 되면 행복해 질까
내 목소리로 내 마음에 속삭여
all right
길을 잃어버렸니 그럴 수도 있어
사람들의 그림자 뒤 따라가지마
잃어버린 나를 찾아줘
아무것도 아닌 게 내겐 어려워
그냥 하고 싶은 대로 하는 거
울고 싶을 땐 울어버리고
웃고 싶지 않을 때는 웃지 마
밤하늘에다 나를 난 그려봐
내가 만드는 나의 별자리
아무도 지우지 못할 나만의 빛으로
엄마 방에 불빛이 이제 꺼졌어
그 고단했던 하루가 잠들었어
난 왠지 그걸 보고서야 잠이 와 그냥
잘은 모르겠지만 안쓰러운 마음
뭔진 모르겠지만 잘하고 싶은 맘
이 마음이 소중한 거야
아무것도 아닌 게 내겐 어려워
그냥 하고 싶은 대로 하는 거
울고 싶을 땐 울어버리고
웃고 싶지 않을 때는 웃지 마
밤하늘에다 나를 난 그려봐
내가 만드는 나의 별자리
아무도 지우지 못할 나만의 빛으로
그 땐 내 잘못인 줄만 알아서
날 야단치고 탓을 하고
그러다 혼자 서러워하고
그러다 잠이 들고
나를 지우고 또 쓰고
그러다 후회하고
아무도 아닌 내가 되고
이제 다시 그런 거 하기 싫어
아무것도 아닌 게 내겐 어려워
누가 내게 말해주면 좋겠어
울고 싶을 땐 울어 버리고
웃고 싶지 않으면 웃지 말라고
밤하늘에서 날 보며 빛나는
내 얘기를 다 아는 별 하나
잘 하고 있는 거라고
매일 내게 말해줘
아무것도 아닌 게 내겐 어려워
그냥 하고 싶은 대로 하는 거
내가 빛날 수 있게
울고 싶을 땐 울어버리고
웃고 싶지 않을 때는 웃지 마
반은 거짓말 절반은 진짜 말
그 사이 어디쯤에 있는 나
잘하고 있는 거라고 말해주고 싶어
꼭 안아주고 싶어"
휴식	"너는, 꽃"	"어디서 불어올까
코끝에 바람이 스쳐와
너처럼 괜시리 기분이 좋아지는걸
웃는 모습마저도
날 설레게만 하는 이유
꽃처럼 한 철만 사랑할 수 있다면
너는 꽃처럼 아름다워
눈을 마주칠 수가 없어 널
순간의 순간마저 놓치고 싶지가 않아
너는 꼭 내 옆에 있기를
내 맘을 알아주기를
시간이 흘러도
꽃처럼 항상 내게만 웃어줘
울고 있던 니 모습
날 아프게 하지 말아요
꽃처럼 언제나 밝게 웃어주기를
너는 꽃처럼 어여뻐서
눈을 마주칠 수가 없어 널
순간의 순간마저 놓치고 싶지가 않아
너는 꼭 내 곁에 있기를
내 맘을 알아주기를
시간이 흘러도
꽃처럼 항상 내게만 웃어줘
너는 꽃보다 아름다워
보고 있을 땐 더 아름다운걸
지금 이 순간도
보내고 싶지가 않아
너는 꼭 내 옆에 있기를
내 손을 잡아주기를
오늘이 지나면
꽃처럼 항상 내게만 웃어줘"
휴식	Alone	"커피 한 잔
매일 우리 즐겨 찾던 이 곳
오늘은 혼자
아직까지 붙어 있는
우리 첫날 쪽지
까마득한 기억 속 모습이
왠지 보기 좋아 보였던 것 같아
거기 멈춰 있는 외로운 
지금의 내 모습이 두려워 져
다른 길로만 걷기도 했고
멀리 돌아서 와도 늘 제자린데
여긴 아무도 내가 혼자인지도 몰라
원래 없던 사람처럼
조용해
버스 가득 퍼져 버린
우리 추억들에 모두 멈춰 있는 걸
아직 너도 내 기억에
우울해 질까
까마득한 기억 속 모습이
왠지 보기 좋아 보였던 것 같아
거기 멈춰 있던 우리의
예전의 그 모습이 그리워져
다른 길로만 걷기도 했고
멀리 돌아서 와도 늘 제자린데
여긴 아무도 내가 혼자인지도 몰라
원래 없던 사람처럼"
휴식	서로의 조각 (With 기리보이)	"마주 잡은 손을 기억해
나의 의미는 너에게만 있어
바라보는 눈빛 그 아래
너의 의미는 나에게만 있어
너의 모든 것은 다 나에게로 와
까만 오늘의 닿은 의미가 돼
너의 모든 것은 다 나에게로 와
빈 어딘가의 한 조각이 되어
우리만의 성을 지을래
슬픈 눈물은 다 마실게
날 위한 창을 내줄래
매일 문을 나서는
그댈 바라보게
방안 가득 널 위한 노래
나의 의미는 너에게만 있어
오고 가는 수많은 표정 속에
너의 의미는 나에게만 있어
우연뿐인 매일매일에
널 위해 추는 춤
그리워질 내일 내일에
널 위해 그리는 꿈
너의 모든 것은 다 나에게로 와
까만 오늘의 닿은 의미가 돼
너의 모든 것은 다 나에게로 와
빈 어딘가의 한 조각이 되어
우리만의 성을 지을래
슬픈 눈물은 다 마실게
날 위한 창을 내줄래
매일 문을 나서는
그댈 바라보게
마주 잡은 손을 기억해
나의 의미는 너에게만 있어
바라보는 눈빛 그 아래
너의 의미는 나에게만 있어
방안 가득 널 위한 노래
나의 의미는 너에게만 있어
오고 가는 수많은 표정 속에
너의 의미는 나에게만 있어"
휴식	수채화 (Love in Color)	"마치 투명한 색깔로 
촉촉이 스며와 
서로에게 물들던 시간들 
채워지던 사랑 빛 
내 맘속 선명했던 사랑이 Oh 
희미해지는 Color 
나 홀로 이 어둠 속을 걸어 
그토록 선명했던 
우리 추억들은 이제 
희미한 흑백처럼 
Now we’re faded 
Now we’re faded 
네 모습 아득해져 가 
깨지 못한 꿈처럼 
내 맘속에 아련하게 남아 
다시 네가 그리워 
한 폭의 풍경 같던 사랑이 Oh 
희미해지는 Color 
나 홀로 이 어둠 속을 걸어 
그토록 선명했던 
우리 추억들은 이제 
희미한 흑백처럼 
내 맘 속에 눈부시게
물들었던 Me and You
눈물에 번진 Color
슬픔에 젖은 듯 퍼져
희미해지는 Color
나 홀로 이 어둠 속을 걸어
그토록 선명했던
우리 추억들은 이제
희미한 흑백처럼
Now we’re faded Oh Oh Oh Oh Oh
Now we’re faded Oh Oh Oh Oh Oh
Now we’re faded Oh Oh Oh Oh Oh
희미해지는 Color"
휴식	나비효과	"내일 일을 지금 알 수 있다면
후회 없는 내가 될 수 있을까
내가 지금 알고 있는 모든 걸
널 보낸 그때도 알았었더라면
리모콘을 들고 TV를 보다
드라마가 슬퍼 끄고 말았어
아무것도 없는 화면을 보다
사랑도 이렇게 꺼진걸 알았어
난 살아있고 싶어서
너와 함께 있고 싶어서
너무 많은 나를 버리고 왔다
난 이제 내가 없다고
니가 다 가졌다고
화를 내고 싶지만 니가 없다
바보같은 사랑을 했지
하지만 사랑은 바보같은 것
전부를 주고도 항상 미안해하고
매일 아쉬워하며
마지막엔 결국 혼자 남는 일
내가 지금 알고 있는 것
너를 보낸 후에 알게 됐던 것
널 보내기 전에 모두 알았더라면
미리 알았더라면
우리 지금 혹시
차 한잔을 같이 했을까
난 사랑하고 싶어서
정말 함께 있고 싶어서
너무 많은 나를 버리고 왔다
난 이제 내가 없다고
니가 다 가졌다고
화를 내고 싶지만 니가 없다
바보같은 사랑을 했지
하지만 사랑은 바보같은 것
전부를 주고도 항상 미안해하고
매일 아쉬워하며
마지막엔 결국 혼자 남는 일
내가 지금 알고 있는 것
너를 보낸 후에 알게 됐던 것
널 보내기 전에 모두 알았더라면
미리 알았더라면
우리 지금 혹시
차 한잔을 같이 했을까"
휴식	후유증 (Feat. 민현 Of 뉴이스트)	"그대여 오늘은 바람이 불어요
밤새 또 비가 많이 왔거든요
어제보다 더 차가워진 날씨에
옷깃을 여미며 문을 나서나요
그대여 백미러에 비춰 보며
까칠한 얼굴을 매만져 보나요
또 있잖아요 입맛도 없는 아침에
텁텁하기만 한 식빵을
입에 물었나요
우리 시작은 그리 힘들었고
우리 시간은 길지 않았죠
참 이상하죠 눈을 감으면
아직도 난 그댈 꿈 꿔요
우리 시작은 그리 힘들었고
우리 시간은 길지 않았죠
참 이상하죠 눈을 감으면
아직도 그댈 꿈 꿔요
그대여 어제 한참 쏟아진 비에
밤새 또 뒤척였었겠군요
바쁘다고 또 커피 한 잔만으로
점심 밥을 대충 때우고 있나요
우리 시작은 그리 힘들었고
우리 시간은 길지 않았죠
참 이상하죠 눈을 감으면
아직도 난 그댈 꿈 꿔요
우리 시작은 그리 힘들었고
우리 시간은 길지 않았죠
참 이상하죠 눈을 감으면
아직도 그댈 꿈 꿔요
그렇겠죠 다른 사람도 어딘가
빈 채로 살겠죠
맘 한 구석쯤 빈 채로
다 그렇겠죠 다른 사람도
어딘가 빈 채로 살겠죠
맘 한 구석쯤 어딘가 빈 채로
우리 지금의 우리처럼"
휴식	More Than Words	"재촉하진 말아요
아무 말도 준비 못 했죠
그대 같은 사랑은 처음이라
표현이 좀 서툰 거죠
나도 그대 못지않게 조급한 걸
그대마저 놓쳐 버릴까 봐
하지만 서둘지 않을래요
그대라면 기다릴 수 있죠
That's more than a word
than a word
feel my love
feel my love
말론 모두 담을 수 없죠
사랑한다는 그 말로 대신하긴 싫어
there are so many feelings
inside of me
That's more than a word
than a word
feel my love
feel my love
그저 맘으로 만져봐요 영원이라도
그대와 함께 있고픈 날
영원토록 그대와
모두 쉽게 애기하죠
작은 떨림마저 사랑이라
하지만 이토록 소중한 느낌은
자주 오지는 않을 텐데
감은 그대 눈으로 부푼
내 가슴 위로 가만히 날 느껴봐요
그대 지금까지 들어왔던
그런 사랑과 난 다르단 걸
That's more than a word
than a word
feel my love
feel my love
말론 모두 담을 수 없죠 사랑한다는
그 말로 대신하긴 싫어
there are so many feelings
inside of me
That's more than a word
than a word
feel my love
feel my love
그저 맘으로 만져봐요 영원이라도
그대와 함께 있고픈 날
영원토록 그대와
들리나요 그 어느새
내안에 너무 커져버린 이름
곁에 있기에 그대이기에 행복해
I'll love you baby
That's more than a word
feel my love
말론 모두 담을 수 없죠
사랑한다는 그 말로 대신하긴 싫어
there are so many feelings
inside of me
That's more than a word
feel my love
그저 맘으로 만져봐요 영원이라도
이라도
그대와 함께 있고픈 날
영원토록 그대와
이대로
이대로
그대와 함께 있고픈 날
이대로 그대와 함께 있고픈 날"
